year,category,motivation,prizeShare,laureateID,fullName,gender,born,bornCountry,bornCity,died,diedCountry,diedCity,organizationName,organizationCountry,organizationCity
1920,peace,for his longstanding contribution to the cause of peace and justice and his prominent role in the establishment of the League of Nations,1,484,Leon Bourgeois,male,1851-05-21,France,Paris,9/29/1925,France,Epernay,,,
1920,physics,in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys,1,25,Charles Edouard Guillaume,male,1861-02-15,Switzerland,Fleurier,6/13/1938,France,Sevres,Bureau International des Poids et Mesures (International Bureau of Weights and Measures),France,Sevres
1920,medicine,for his discovery of the capillary motor regulating mechanism,1,310,August Krogh,male,1874-11-15,Denmark,Grenaa,9/13/1949,Denmark,Copenhagen,Copenhagen University,Denmark,Copenhagen
1920,chemistry,in recognition of his work in thermochemistry,1,178,Walther Nernst,male,1864-06-25,Poland,Wabrzezno,11/18/1941,Germany,Muskau,Berlin University,Germany,Berlin
1920,literature,for his monumental work <I>Growth of the Soil</I>,1,589,Knut Hamsun,male,1859-08-04,Norway,Lom,2/19/1952,Norway,Grimstad,,,
1919,literature,in special appreciation of his epic <I>Olympian Spring</I>,1,588,Carl Spitteler,male,1845-04-24,Switzerland,Liestal,12/29/1924,Switzerland,Lucerne,,,
1919,peace,for his role as founder of the League of Nations,1,483,Woodrow Wilson,male,1856-12-28,USA,Staunton VA,2/3/1924,USA,Washington D.C.,,,
1919,medicine,for his discoveries relating to immunity,1,309,Jules Bordet,male,1870-06-13,Belgium,Soignies,4/6/1961,Belgium,Brussels,Brussels University,Belgium,Brussels
1919,physics,for his discovery of the Doppler effect in canal rays and the splitting of spectral lines in electric fields,1,24,Johannes Stark,male,1874-04-15,Germany,Schickenhof,6/21/1957,Germany,Traunstein,Greifswald University,Germany,Greifswald
1918,chemistry,for the synthesis of ammonia from its elements,1,177,Fritz Haber,male,1868-12-09,Poland,Wroclaw,1/29/1934,Switzerland,Basel,Kaiser Wilhelm Institute (now Fritz Haber Institute) for Physical Chemistry and Electrochemistry,Germany,Berlin-Dahlem
1918,physics,in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta,1,23,Max Planck,male,1858-04-23,Germany,Kiel,10/4/1947,Germany,Gttingen,Berlin University,Germany,Berlin
1917,literature,for his authentic descriptions of present-day life in Denmark,2,587,Henrik Pontoppidan,male,1857-07-24,Denmark,Fredericia,8/21/1943,Denmark,Ordrup,,,
1917,literature,for his varied and rich poetry which is inspired by lofty ideals,2,586,Karl Gjellerup,male,1857-06-02,Denmark,Roholte,10/11/1919,Germany,Klotzsche,,,
1917,peace,for the efforts to take care of wounded soldiers and prisoners of war and their families,1,482,International Committee of the Red Cross ,org,1863-00-00,,,,,,,,
1917,physics,for his discovery of the characteristic R&ouml;ntgen radiation of the elements,1,22,Charles Glover Barkla,male,1877-06-07,United Kingdom,Widnes,10/23/1944,Scotland,Edinburgh,Edinburgh University,United Kingdom,Edinburgh
1916,literature,in recognition of his significance as the leading representative of a new era in our literature,1,585,Verner von Heidenstam,male,1859-07-06,Sweden,Olshammar,5/20/1940,Sweden,Ovralid,,,
1915,chemistry,for his researches on plant pigments especially chlorophyll,1,176,Richard Willstatter,male,1872-08-13,Germany,Karlsruhe,8/3/1942,Switzerland,Locarno,Kaiser Wilhelm Institute (now Max Planck Institute) for Chemistry,Germany,Berlin-Dahlem
1915,literature,as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings,1,584,Romain Rolland,male,1866-01-29,France,Clamecy,12/30/1944,France,Vezelay,,,
1915,physics,for their services in the analysis of crystal structure by means of X-rays,2,21,Lawrence Bragg,male,1890-03-31,Australia,Adelaide,7/1/1971,United Kingdom,Ipswich,Victoria University,United Kingdom,Manchester
1915,physics,for their services in the analysis of crystal structure by means of X-rays,2,20,William Bragg,male,1862-07-02,United Kingdom,Wigton,3/12/1942,United Kingdom,London,University College,United Kingdom,London
1914,medicine,for his work on the physiology and pathology of the vestibular apparatus,1,308,Robert Barany,male,1876-04-22,Austria,Vienna,4/8/1936,Sweden,Uppsala,Vienna University,Austria,Vienna
1914,chemistry,in recognition of his accurate determinations of the atomic weight of a large number of chemical elements,1,175,Theodore W. Richards,male,1868-01-31,USA,Germantown PA,4/2/1928,USA,Cambridge MA,Harvard University,USA,Cambridge MA
1914,physics,for his discovery of the diffraction of X-rays by crystals,1,19,Max von Laue,male,1879-10-09,Germany,Pfaffendorf,4/23/1960,Germany,Berlin,Frankfurt-on-the-Main University,Germany,Frankfurt-on-the-Main
1913,literature,because of his profoundly sensitive fresh and beautiful verse by which with consummate skill he has made his poetic thought expressed in his own English words a part of the literature of the West,1,583,Rabindranath Tagore,male,1861-05-07,India,Calcutta,8/7/1941,India,Calcutta,,,
1913,peace,for his unparalleled contribution to the organization of peaceful internationalism,1,481,Henri La Fontaine,male,1854-04-22,Belgium,Brussels,5/14/1943,Belgium,Brussels,,,
1913,medicine,in recognition of his work on anaphylaxis,1,307,Charles Richet,male,1850-08-26,France,Paris,12/4/1935,France,Paris,Sorbonne University,France,Paris
1913,chemistry,in recognition of his work on the linkage of atoms in molecules by which he has thrown new light on earlier investigations and opened up new fields of research especially in inorganic chemistry,1,174,Alfred Werner,male,1866-12-12,France,Mulhouse,11/15/1919,Switzerland,Zurich,University of Zurich,Switzerland,Zurich
1913,physics,for his investigations on the properties of matter at low temperatures which led inter alia to the production of liquid helium,1,18,Heike Kamerlingh Onnes,male,1853-09-21,the Netherlands,Groningen,2/21/1926,the Netherlands,Leiden,Leiden University,the Netherlands,Leiden
1912,physics,for his invention of automatic regulators for use in conjunction with gas accumulators for illuminating lighthouses and buoys,1,17,Gustaf Dalen,male,1869-11-30,Sweden,Stenstorp,12/9/1937,Sweden,Stockholm,Swedish Gas-Accumulator Co.,Sweden,Lidingo Stockholm
1912,medicine,in recognition of his work on vascular suture and the transplantation of blood vessels and organs,1,306,Alexis Carrel,male,1873-06-28,France,Sainte-Foy-les-Lyon,11/5/1944,France,Paris,Rockefeller Institute for Medical Research,USA,New York NY
1912,literature,primarily in recognition of his fruitful varied and outstanding production in the realm of dramatic art,1,582,Gerhart Hauptmann,male,1862-11-15,Poland,Bad Salzbrunn,6/6/1946,Poland,Jagnitkow,,,
1912,peace,for bringing about better understanding between the countries of North and South America and initiating important arbitration agreements between the United States and other countries,1,480,Elihu Root,male,1845-02-15,USA,Clinton NY,2/7/1937,USA,New York NY,,,
1912,chemistry,for his method of hydrogenating organic compounds in the presence of finely disintegrated metals whereby the progress of organic chemistry has been greatly advanced in recent years,2,173,Paul Sabatier,male,1854-11-05,France,Carcassonne,8/14/1941,France,Toulouse,Toulouse University,France,Toulouse
1912,chemistry,for the discovery of the so-called Grignard reagent which in recent years has greatly advanced the progress of organic chemistry,2,172,Victor Grignard,male,1871-05-06,France,Cherbourg,12/13/1935,France,Lyon,Nancy University,France,Nancy
1911,physics,for his discoveries regarding the laws governing the radiation of heat,1,16,Wilhelm Wien,male,1864-01-13,Russia,Parusnoye,8/30/1928,Germany,Munich,Wurzburg University,Germany,Wurzburg
1911,literature,in appreciation of his many-sided literary activities and especially of his dramatic works which are distinguished by a wealth of imagination and by a poetic fancy which reveals sometimes in the guise of a fairy tale a deep inspiration while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations,1,581,Maurice Maeterlinck,male,1862-08-29,Belgium,Ghent,5/6/1949,France,Nice,,,
1911,peace,for his effort to expose and fight what he considers to be the main cause of war namely the anarchy in international relations,2,479,Alfred Fried,male,1864-11-11,Austria,Vienna,5/4/1921,Austria,Vienna,,,
1911,peace,for his role as co-founder of the Institut de droit international initiator of the Conferences on International Private Law (Conferences de Droit international prive) at the Hague and pioneer in the field of international legal relations,2,478,Tobias Asser,male,1838-04-28,the Netherlands,Amsterdam,7/29/1913,the Netherlands,the Hague,,,
1911,medicine,for his work on the dioptrics of the eye,1,305,Allvar Gullstrand,male,1862-06-05,Sweden,Landskrona,7/28/1930,Sweden,Stockholm,Uppsala University,Sweden,Uppsala
1911,chemistry,in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium by the isolation of radium and the study of the nature and compounds of this remarkable element,1,6,Marie Curie,female,1867-11-07,Poland,Warsaw,7/4/1934,France,Sallanches,Sorbonne University,France,Paris
1910,chemistry,in recognition of his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds,1,169,Otto Wallach,male,1847-03-27,Russia,Kaliningrad,2/26/1931,Germany,Gttingen,Goettingen University,Germany,Gottingen
1910,literature,as a tribute to the consummate artistry permeated with idealism which he has demonstrated during his long productive career as a lyric poet dramatist novelist and writer of world-renowned short stories,1,580,Paul Heyse,male,1830-03-15,Germany,Berlin,4/2/1914,Germany,Munich,,,
1910,peace,for acting as a link between the peace societies of the various countries and helping them to organize the world rallies of the international peace movement,1,477,Permanent International Peace Bureau ,org,1891-00-00,,,,,,,,
1910,medicine,in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins including the nucleic substances,1,304,Albrecht Kossel,male,1853-09-16,Germany,Rostock,7/5/1927,Germany,Heidelberg,University of Heidelberg,Germany,Heidelberg
1910,physics,for his work on the equation of state for gases and liquids,1,15,Johannes Diderik van der Waals,male,1837-11-23,the Netherlands,Leiden,3/8/1923,the Netherlands,Amsterdam,Amsterdam University,the Netherlands,Amsterdam
1909,literature,in appreciation of the lofty idealism vivid imagination and spiritual perception that characterize her writings,1,579,Selma Lagerlof,female,1858-11-20,Sweden,Marbacka,3/16/1940,Sweden,Marbacka,,,
1909,peace,for their prominent position in the international movement for peace and arbitration,2,476,Paul Henri d'Estournelles de Constant,male,1852-11-22,France,La Fleche,5/15/1924,France,Paris,,,
1909,peace,for their prominent position in the international movement for peace and arbitration,2,475,Auguste Beernaert,male,1829-07-26,Belgium,Ostend,10/6/1912,Switzerland,Lucerne,,,
1909,medicine,for his work on the physiology pathology and surgery of the thyroid gland,1,303,Theodor Kocher,male,1841-08-25,Switzerland,Bern,7/27/1917,Switzerland,Bern,Berne University,Switzerland,Bern
1909,chemistry,in recognition of his work on catalysis and for his investigations into the fundamental principles governing chemical equilibria and rates of reaction,1,168,Wilhelm Ostwald,male,1853-09-02,Latvia,Riga,4/4/1932,Germany,Leipzig,Leipzig University,Germany,Leipzig
1909,physics,in recognition of their contributions to the development of wireless telegraphy,2,14,Ferdinand Braun,male,1850-06-06,Germany,Fulda,4/20/1918,USA,Brooklyn NY,Strasbourg University,France,Strasbourg
1909,physics,in recognition of their contributions to the development of wireless telegraphy,2,13,Guglielmo Marconi,male,1874-04-25,Italy,Bologna,7/20/1937,Italy,Rome,Marconi Wireless Telegraph Co. Ltd.,United Kingdom,London
1908,medicine,in recognition of their work on immunity,2,302,Paul Ehrlich,male,1854-03-14,Poland,Strzelin,8/20/1915,Germany,Bad Homburg vor der Hohe,Goettingen University,Germany,Gottingen
1908,peace,for their long time work for the cause of peace as politicians peace society leaders orators and authors,2,474,Fredrik Bajer,male,1837-04-21,Denmark,Naestved,1/22/1922,Denmark,Copenhagen,,,
1908,literature,in recognition of his earnest search for truth his penetrating power of thought his wide range of vision and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life,1,578,Rudolf Eucken,male,1846-01-05,Germany,Aurich,9/14/1926,Germany,Jena,,,
1908,peace,for their long time work for the cause of peace as politicians peace society leaders orators and authors,2,473,Klas Pontus Arnoldson,male,1844-10-27,Sweden,Gothenburg,2/20/1916,Sweden,Stockholm,,,
1908,medicine,in recognition of their work on immunity,2,301,Ilya Mechnikov,male,1845-05-15,Ukraine,Kharkiv,7/15/1916,France,Paris,Institut Pasteur,France,Paris
1908,chemistry,for his investigations into the disintegration of the elements and the chemistry of radioactive substances,1,167,Ernest Rutherford,male,1871-08-30,New Zealand,Nelson,10/19/1937,United Kingdom,Cambridge,Victoria University,United Kingdom,Manchester
1908,physics,for his method of reproducing colours photographically based on the phenomenon of interference,1,12,Gabriel Lippmann,male,1845-08-16,Luxembourg,Hollerich,7/13/1921,,,Sorbonne University,France,Paris
1907,literature,in consideration of the power of observation originality of imagination virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author,1,577,Rudyard Kipling,male,1865-12-30,India,Mumbai,1/18/1936,United Kingdom,London,,,
